,산지조합,위판장,어종명,어종상태,region,city,농장수
0,경인서부수협,연안위판장(옹진),고둥,활어,인천광역시,미추홀구,2
1,경인서부수협,연안위판장(옹진),돌게,활어,인천광역시,미추홀구,4
2,경인서부수협,연안위판장(옹진),숫꽃게,활어,인천광역시,미추홀구,39
3,경인서부수협,연안위판장(옹진),암꽃게,활어,인천광역시,미추홀구,44
4,경인서부수협,연안위판장(옹진),꽃게발,선어,인천광역시,미추홀구,10
5,경인서부수협,연안위판장(옹진),암꽃게,선어,인천광역시,미추홀구,15
6,경인서부수협,연안위판장(옹진),숫꽃게,선어,인천광역시,미추홀구,18
7,경인서부수협,연안위판장(옹진),갈색띠매물고둥,활어,인천광역시,미추홀구,4
8,경인서부수협,연안위판장(옹진),피뿔고둥 中,활어,인천광역시,미추홀구,2
9,경인서부수협,연안위판장(옹진),피뿔고둥 大,활어,인천광역시,미추홀구,4
10,경인서부수협,연안위판장(옹진),피뿔고둥 小,활어,인천광역시,미추홀구,6
11,경기수협,궁평항사업소,가오리류,활어,경기도,화성시,1
12,경기수협,궁평항사업소,돌게,활어,경기도,화성시,1
13,경기수협,궁평항사업소,맛조개,활어,경기도,화성시,1
14,경기수협,궁평항사업소,소라,활어,경기도,화성시,10
15,경기수협,궁평항사업소,붕장어,활어,경기도,화성시,1
16,경기수협,궁평항사업소,우럭,활어,경기도,화성시,1
17,경기수협,궁평항사업소,갱소라,활어,경기도,화성시,1
18,경기수협,궁평항사업소,갈색띠매물고둥,활어,경기도,화성시,1
19,강원고성군수협,판매과,기타새우,활어,강원도,고성군,2
20,강원고성군수협,판매과,미역치,활어,강원도,고성군,3
21,강원고성군수협,판매과,방어,활어,강원도,고성군,1
22,강원고성군수협,판매과,부시리[히라스],활어,강원도,고성군,1
23,강원고성군수협,판매과,넙치,활어,강원도,고성군,5
24,강원고성군수협,판매과,문어,활어,강원도,고성군,87
25,강원고성군수협,판매과,볼락,활어,강원도,고성군,1
26,강원고성군수협,판매과,오징어류,활어,강원도,고성군,4
27,강원고성군수협,판매과,망치고등어류,선어,강원도,고성군,2
28,강원고성군수협,판매과,털게,선어,강원도,고성군,1
29,강원고성군수협,판매과,골뱅이류,선어,강원도,고성군,10
30,강원고성군수협,판매과,기타볼락,선어,강원도,고성군,5
31,강원고성군수협,판매과,삼수기류,선어,강원도,고성군,9
32,강원고성군수협,판매과,우렁쉥이,선어,강원도,고성군,1
33,강원고성군수협,판매과,임연수어,선어,강원도,고성군,3
34,강원고성군수협,판매과,가자미,선어,강원도,고성군,11
35,강원고성군수협,판매과,대구,선어,강원도,고성군,13
36,강원고성군수협,아야진지점,부시리[히라스],활어,강원도,고성군,1
37,강원고성군수협,아야진지점,장치,활어,강원도,고성군,5
38,강원고성군수협,아야진지점,기타어류,활어,강원도,고성군,5
39,강원고성군수협,아야진지점,넙치,활어,강원도,고성군,18
40,강원고성군수협,아야진지점,문어,활어,강원도,고성군,51
41,강원고성군수협,아야진지점,물렁가시붉은새우,활어,강원도,고성군,2
42,강원고성군수협,아야진지점,복어,활어,강원도,고성군,4
43,강원고성군수협,아야진지점,숭어,활어,강원도,고성군,1
44,강원고성군수협,아야진지점,오징어류,활어,강원도,고성군,5
45,강원고성군수협,아야진지점,청어,활어,강원도,고성군,2
46,강원고성군수협,아야진지점,가자미,활어,강원도,고성군,2
47,강원고성군수협,아야진지점,오징어,선어,강원도,고성군,1
48,강원고성군수협,아야진지점,털게,선어,강원도,고성군,3
49,강원고성군수협,아야진지점,골뱅이류,선어,강원도,고성군,10
50,강원고성군수협,아야진지점,곰치류,선어,강원도,고성군,7
51,강원고성군수협,아야진지점,기타볼락,선어,강원도,고성군,1
52,강원고성군수협,아야진지점,닭새우,선어,강원도,고성군,2
53,강원고성군수협,아야진지점,우렁쉥이,선어,강원도,고성군,2
54,강원고성군수협,아야진지점,임연수어,선어,강원도,고성군,6
55,강원고성군수협,아야진지점,가자미,선어,강원도,고성군,1
56,강원고성군수협,아야진지점,대구,선어,강원도,고성군,10
57,강원고성군수협,아야진지점,기름가자미(대),선어,강원도,고성군,11
58,강원고성군수협,아야진지점,방어(대),활어,강원도,고성군,2
59,강원고성군수협,아야진지점,기름가자미(소),선어,강원도,고성군,8
60,강원고성군수협,아야진지점,고등어(활),활어,강원도,고성군,5
61,강원고성군수협,아야진지점,북쪽분홍새우,활어,강원도,고성군,3
62,강원고성군수협,아야진지점,기름가자미(중),선어,강원도,고성군,12
63,강원고성군수협,대진지점,돌참치,활어,강원도,고성군,2
64,강원고성군수협,대진지점,부시리[히라스],활어,강원도,고성군,1
65,강원고성군수협,대진지점,장치,활어,강원도,고성군,1
66,강원고성군수협,대진지점,기타어류,활어,강원도,고성군,7
67,강원고성군수협,대진지점,넙치,활어,강원도,고성군,9
68,강원고성군수협,대진지점,문어,활어,강원도,고성군,54
69,강원고성군수협,대진지점,방어,활어,강원도,고성군,1
70,강원고성군수협,대진지점,복어,활어,강원도,고성군,1
71,강원고성군수협,대진지점,오징어류,활어,강원도,고성군,11
72,강원고성군수협,대진지점,가자미,활어,강원도,고성군,2
73,강원고성군수협,대진지점,방어대,활어,강원도,고성군,2
74,강원고성군수협,대진지점,고등어,선어,강원도,고성군,4
